id,source,cveId,sourceId,publishDate,description,CVSS2_score,CVSS2_severity,CVSS3_score,CVSS3_severity
753,NPM,,OWASP-566-hoek:0.9.1,,"General purpose node utilities : Versions of `hoek` prior to 4.2.1 and 5.0.3 are vulnerable to prototype pollution.  The `merge` function, and the `applyToDefaults` and `applyToDefaultsWithShallow` functions which leverage `merge` behind the scenes, are vulnerable to a prototype pollution attack when provided an _unvalidated_ payload created from a JSON string containing the `__proto__` property.  This can be demonstrated like so:  ```javascript var Hoek = require('hoek'); var malicious_payload = '{ __proto__ :{ oops : It works ! }}';  var a = {}; console.log( Before :   + a.oops); Hoek.merge({}, JSON.parse(malicious_payload)); console.log( After :   + a.oops); ```  This type of attack can be used to overwrite existing properties causing a potential denial of service.",,,,
768,OSSINDEX,,OWASP-CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')-kind-of:6.0.2,,"Get the native type of a value. : The software constructs all or part of a command, data structure, or record using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify how it is parsed or interpreted when it is sent to a downstream component.",,,5.3,MEDIUM
767,NPM,,OWASP-1490-kind-of:6.0.2,,"Get the native type of a value. : Versions of `kind-of` 6.x prior to 6.0.3 are vulnerable to a Validation Bypass. A maliciously crafted object can alter the result of the type check, allowing attackers to bypass the type checking validation.",,,,
739,OSSINDEX,,OWASP-CWE-78: Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')-gm:1.4.2,,"Graphics Magick for node. : The software constructs all or part of an OS command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component.",,,6.5,MEDIUM
738,NPM,,OWASP-54-gm:1.4.2,,"Graphics Magick for node. : Versions of `gm` prior to 1.21.1 are affected by a command injection vulnerability. The vulnerability is triggered when user input is passed into `gm.compare()`, which fails to sanitize input correctly before calling the graphics magic binary.",,,,
740,OSSINDEX,,OWASP-CWE-78: Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')-growl:1.9.2,,"Growl unobtrusive notifications : The software constructs all or part of an OS command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component.",,,8.8,HIGH
742,NPM,,OWASP-1300-handlebars:4.1.0,,Handlebars provides the power necessary to let you build semantic templates effectively with no frustration : Affected versions of `handlebars` are vulnerable to Denial of Service. The package's parser may be forced into an endless loop while processing specially-crafted templates. This may allow attackers to exhaust system resources leading to Denial of Service.,,,,
747,OSSINDEX,,OWASP-CWE-20: Improper Input Validation-handlebars:4.1.0,,Handlebars provides the power necessary to let you build semantic templates effectively with no frustration : The product does not validate or incorrectly validates input that can affect the control flow or data flow of a program.,,,8.2,HIGH
750,OSSINDEX,,OWASP-CWE-94: Improper Control of Generation of Code ('Code Injection')-handlebars:4.1.0,,"Handlebars provides the power necessary to let you build semantic templates effectively with no frustration : The software constructs all or part of a code segment using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the syntax or behavior of the intended code segment.",,,8.8,HIGH
749,OSSINDEX,,OWASP-CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')-handlebars:4.1.0,,"Handlebars provides the power necessary to let you build semantic templates effectively with no frustration : The software constructs all or part of a command, data structure, or record using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify how it is parsed or interpreted when it is sent to a downstream component.",,,5.3,MEDIUM
748,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-handlebars:4.1.0,,"Handlebars provides the power necessary to let you build semantic templates effectively with no frustration : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
741,NPM,,OWASP-1164-handlebars:4.1.0,,"Handlebars provides the power necessary to let you build semantic templates effectively with no frustration : Versions of `handlebars` prior to 3.0.8 or 4.3.0 are vulnerable to Prototype Pollution leading to Remote Code Execution. Templates may alter an Objects' `__proto__` and `__defineGetter__` properties, which may allow an attacker to execute arbitrary code through crafted payloads.",,,,
743,NPM,,OWASP-1316-handlebars:4.1.0,,"Handlebars provides the power necessary to let you build semantic templates effectively with no frustration : Versions of `handlebars` prior to 3.0.8 or 4.5.2 are vulnerable to Arbitrary Code Execution. The package's lookup helper fails to properly validate templates, allowing attackers to submit templates that execute arbitrary JavaScript in the system. It can be used to run arbitrary code in a server processing Handlebars templates or on a victim's browser (effectively serving as Cross-Site Scripting).  The following template can be used to demonstrate the vulnerability:   ```{{#with  constructor }} 	{{#with split as |a|}} 		{{pop (push  alert('Vulnerable Handlebars JS'); )}} 		{{#with (concat (lookup join (slice 0 1)))}} 			{{#each (slice 2 3)}} 				{{#with (apply 0 a)}} 					{{.}} 				{{/with}} 			{{/each}} 		{{/with}} 	{{/with}} {{/with}}```",,,,
744,NPM,,OWASP-1324-handlebars:4.1.0,,"Handlebars provides the power necessary to let you build semantic templates effectively with no frustration : Versions of `handlebars` prior to 3.0.8 or 4.5.3 are vulnerable to Arbitrary Code Execution. The package's lookup helper fails to properly validate templates, allowing attackers to submit templates that execute arbitrary JavaScript in the system. It is due to an incomplete fix for a [previous issue](https://www.npmjs.com/advisories/1316). This vulnerability can be used to run arbitrary code in a server processing Handlebars templates or on a victim's browser (effectively serving as Cross-Site Scripting).",,,,
745,NPM,,OWASP-1325-handlebars:4.1.0,,Handlebars provides the power necessary to let you build semantic templates effectively with no frustration : Versions of `handlebars` prior to 3.0.8 or 4.5.3 are vulnerable to prototype pollution. It is possible to add or modify properties to the Object prototype through a malicious template. This may allow attackers to crash the application or execute Arbitrary Code in specific conditions.,,,,
746,NPM,,OWASP-755-handlebars:4.1.0,,"Handlebars provides the power necessary to let you build semantic templates effectively with no frustration : Versions of `handlebars` prior to 4.0.14 are vulnerable to Prototype Pollution. Templates may alter an Objects' prototype, thus allowing an attacker to execute arbitrary code on the server.",,,,
785,OSSINDEX,,OWASP-CWE-300: Channel Accessible by Non-Endpoint ('Man-in-the-Middle')-phantomjs-prebuilt:2.1.16,,"Headless WebKit with JS API : The product does not adequately verify the identity of actors at both ends of a communication channel, or does not adequately ensure the integrity of the channel, in a way that allows the channel to be accessed or influenced by an actor that is not an endpoint.",,,7.4,HIGH
595,OSSINDEX,,OWASP-Denial of Service (DoS)-connect:1.9.2,,"High performance middleware framework : > When using the static middleware, if the URL contains a valid file name and a trailing backslash the node server will crash with `Error: ENOENT, no such file or directory`. >  > -- [github.com](https://github.com/senchalabs/connect/issues/452)",,,,
591,NPM,,OWASP-3-connect:1.9.2,,"High performance middleware framework : Connect is a stack of middleware that is executed in order in each request.  The  methodOverride  middleware allows the http post to override the method of the request with the value of the  _method  post key or with the header  x-http-method-override .  Because the user post input was not checked, req.method could contain any kind of value. Because the req.method did not match any common method VERB, connect answered with a 404 page containing the  Cannot `[method]` `[url]`  content. The method was not properly encoded for output in the browser.   ###Example: ``` ~ curl  localhost:3000  -d  _method=<script src=http://nodesecurity.io/xss.js></script>  Cannot <SCRIPT SRC=HTTP://NODESECURITY.IO/XSS.JS></SCRIPT> / ```",,,,
593,OSSINDEX,,OWASP-CWE-22: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')-connect:1.9.2,,"High performance middleware framework : The software uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the software does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.",,,5.8,MEDIUM
594,OSSINDEX,,OWASP-Cross-Site Scripting with connect.methodOverride()-connect:1.9.2,,"High performance middleware framework : This middleware overwrite req.method with the req.body['_method'] value. When you don't catch the error it responds with a default error msg:  Cannot [METHOD] [URL]  (https://github.com/senchalabs/connect/blob/6db901f967036ccc3c892b4bcb5bcb59e0b0dca9/lib/proto.js#L155). Because this is not enough sanitized, you can force a Cross-Site Scripting in the response:  ~ curl  localhost:3000  -d  _method=<script src=http://martes13.net/a.js></script>  Cannot <SCRIPT SRC=HTTP://MARTES13.NET/A.JS></SCRIPT> / This is very dangerous because in a server like ExpressJS it won't be handled with a app.all('/*', ...), so all servers using this middleware are vulnerable.",,,6.5,MEDIUM
497,OSSINDEX,,OWASP-Cross Site Scripting (XSS) in JSONP-angular:1.5.5,,"HTML enhanced for web apps : JSONP allows untrusted resource URLs, which provides a vector for attack by malicious actors.",,,,
583,OSSINDEX,,OWASP-Cross Site Scripting (XSS) in JSONP-angular:1.5.3,,"HTML enhanced for web apps : JSONP allows untrusted resource URLs, which provides a vector for attack by malicious actors.",,,,
495,OSSINDEX,,OWASP-CWE-20: Improper Input Validation-angular:1.5.5,,HTML enhanced for web apps : The product does not validate or incorrectly validates input that can affect the control flow or data flow of a program.,,,8.2,HIGH
581,OSSINDEX,,OWASP-CWE-20: Improper Input Validation-angular:1.5.3,,HTML enhanced for web apps : The product does not validate or incorrectly validates input that can affect the control flow or data flow of a program.,,,8.2,HIGH
714,OSSINDEX,,OWASP-CWE-20: Improper Input Validation-angular:1.6.1,,HTML enhanced for web apps : The product does not validate or incorrectly validates input that can affect the control flow or data flow of a program.,,,8.2,HIGH
496,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-angular:1.5.5,,HTML enhanced for web apps : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
582,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-angular:1.5.3,,HTML enhanced for web apps : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
715,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-angular:1.6.1,,HTML enhanced for web apps : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
498,NPM,,OWASP-1343-angular:1.8.0,,"HTML enhanced for web apps : Versions of `angular ` prior to 1.7.9 are vulnerable to prototype pollution. The deprecated API function `merge()` does not restrict the modification of an Object's prototype in the , which may allow an attacker to add or modify an existing property that will exist on all objects.",,,,
580,NPM,,OWASP-1343-angular:1.5.3,,"HTML enhanced for web apps : Versions of `angular ` prior to 1.7.9 are vulnerable to prototype pollution. The deprecated API function `merge()` does not restrict the modification of an Object's prototype in the , which may allow an attacker to add or modify an existing property that will exist on all objects.",,,,
713,NPM,,OWASP-1343-angular:1.6.1,,"HTML enhanced for web apps : Versions of `angular ` prior to 1.7.9 are vulnerable to prototype pollution. The deprecated API function `merge()` does not restrict the modification of an Object's prototype in the , which may allow an attacker to add or modify an existing property that will exist on all objects.",,,,
752,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-hawk:1.1.1,,"HTTP Hawk Authentication Scheme : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
751,NPM,,OWASP-77-hawk:1.1.1,,"HTTP Hawk Authentication Scheme : Versions of `hawk` prior to 3.1.3, or 4.x prior to 4.1.1 are affected by a regular expression denial of service vulnerability related to excessively long headers and URI's.",,,,
797,OSSINDEX,,OWASP-CWE-20: Improper Input Validation-tunnel-agent:0.4.3,,"HTTP proxy tunneling agent. Formerly part of mikeal/request, now a standalone module. : The product does not validate or incorrectly validates input that can affect the control flow or data flow of a program.",,,8.2,HIGH
798,NPM,,OWASP-598-tunnel-agent:0.6.0,,"HTTP proxy tunneling agent. Formerly part of mikeal/request, now a standalone module. : Versions of `tunnel-agent` before 0.6.0 are vulnerable to memory exposure.  This is exploitable if user supplied input is provided to the auth value and is a number.  Proof-of-concept: ```js require('request')({   method: 'GET',   uri: 'http://www.example.com',   tunnel: true,   proxy:{     protocol: 'http:',     host:'127.0.0.1',     port:8080,     auth:USERSUPPLIEDINPUT // number   } }); ```",,,,
755,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-http-proxy:1.17.0,,"HTTP proxying for the masses : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
754,NPM,,OWASP-1486-http-proxy:1.17.0,,"HTTP proxying for the masses : Versions of `http-proxy` prior to 1.18.1 are vulnerable to Denial of Service. An HTTP request with a long body triggers an `ERR_HTTP_HEADERS_SENT` unhandled exception that crashes the proxy server. This is only possible when the proxy server sets headers in the proxy request using the `proxyReq.setHeader` function.     For a proxy server running on `http://localhost:3000`, the following curl request triggers the unhandled exception:   ```curl -XPOST http://localhost:3000 -d  $(python -c 'print( x *1025)') ```",,,,
760,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-jquery:3.2.1,,JavaScript library for DOM operations : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
759,NPM,,OWASP-796-jquery:3.2.1,,JavaScript library for DOM operations : Versions of `jquery`  prior to 3.4.0 are vulnerable to Prototype Pollution. The extend() method allows an attacker to modify the prototype for `Object` causing changes in properties that will exist on all objects.,,,,
758,NPM,,OWASP-1518-jquery:3.2.1,,"JavaScript library for DOM operations : Versions of `jquery` prior to 3.5.0 are vulnerable to Cross-Site Scripting. Passing HTML from untrusted sources - even after sanitizing it - to one of jQuery's DOM manipulation methods (i.e. .html(), .append(), and others) may execute arbitrary JavaScript in a victim's browser.",,,,
769,OSSINDEX,,OWASP-CWE-506: Embedded Malicious Code-lodash:4.17.11,,Lodash modular utilities. : The application contains code that appears to be malicious in nature.,,,9.6,CRITICAL
771,OSSINDEX,,OWASP-CWE-506: Embedded Malicious Code-lodash:4.6.1,,Lodash modular utilities. : The application contains code that appears to be malicious in nature.,,,9.6,CRITICAL
772,OSSINDEX,,OWASP-CWE-770: Allocation of Resources Without Limits or Throttling-lodash:4.6.1,,"Lodash modular utilities. : The software allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on how many resources can be allocated, in violation of the intended security policy for that actor.",,,7.4,HIGH
770,OSSINDEX,,OWASP-CWE-770: Allocation of Resources Without Limits or Throttling-lodash:4.17.11,,"Lodash modular utilities. : The software allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on how many resources can be allocated, in violation of the intended security policy for that actor.",,,7.4,HIGH
563,NPM,,OWASP-1065-lodash:4.17.20,,Lodash modular utilities. : Versions of `lodash` before 4.17.12 are vulnerable to Prototype Pollution.  The function `defaultsDeep` allows a malicious user to modify the prototype of `Object` via `{constructor: {prototype: {...}}}` causing the addition or modification of an existing property that will exist on all objects.,,,,
565,NPM,,OWASP-577-lodash:4.17.20,,"Lodash modular utilities. : Versions of `lodash` before 4.17.5 are vulnerable to prototype pollution.   The vulnerable functions are 'defaultsDeep', 'merge', and 'mergeWith' which allow a malicious user to modify the prototype of `Object` via `__proto__` causing the addition or modification of an existing property that will exist on all objects.",,,,
566,NPM,,OWASP-782-lodash:4.17.20,,"Lodash modular utilities. : Versions of `lodash` before 4.17.5 are vulnerable to prototype pollution.   The vulnerable functions are 'defaultsDeep', 'merge', and 'mergeWith' which allow a malicious user to modify the prototype of `Object` via `{constructor: {prototype: {...}}}` causing the addition or modification of an existing property that will exist on all objects.",,,,
564,NPM,,OWASP-1523-lodash:4.17.20,,Lodash modular utilities. : Versions of `lodash` prior to 4.17.19 are vulnerable to Prototype Pollution.  The function `zipObjectDeep` allows a malicious user to modify the prototype of `Object` if the property identifiers are user-supplied. Being affected by this issue requires zipping objects based on user-provided property arrays.    This vulnerability causes the addition or modification of an existing property that will exist on all objects and may lead to Denial of Service or Code Execution under specific circumstances.,,,,
357,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-handlebars-1.1.2.jar,,Logic-less and semantic templates with Java : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
533,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-parsejson:0.0.3,,"Method that parses a JSON string and returns a JSON object : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
617,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-parsejson:0.0.1,,"Method that parses a JSON string and returns a JSON object : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
632,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-coreapps-omod-1.11.1.jar,,OMOD project for CoreApps : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
1109,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-legacyui-omod-1.1.jar,,OMOD project for LegacyUI : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
1127,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-legacyui-omod-1.0.jar,,OMOD project for LegacyUI : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
636,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-legacyui-omod-1.2.3.jar,,OMOD project for LegacyUI : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
671,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-legacyui-omod-0.2.jar,,OMOD project for LegacyUI : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
670,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-legacyui-omod-0.1.jar,,OMOD project for LegacyUI : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
1078,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-uicommons-omod-2.1.jar,,OMOD project for uicommons : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
376,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-uicommons-omod-1.4.jar,,OMOD project for uicommons : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
525,NPM,,OWASP-1179-minimist:0.0.10,,"parse argument options : Affected versions of `minimist` are vulnerable to prototype pollution. Arguments are not properly sanitized, allowing an attacker to modify the prototype of `Object`, causing the addition or modification of an existing property that will exist on all objects.   Parsing the argument `--__proto__.y=Polluted` adds a `y` property with value `Polluted` to all objects. The argument `--__proto__=Polluted` raises and uncaught error and crashes the application.   This is exploitable if attackers have control over the arguments being passed to `minimist`.",,,,
776,NPM,,OWASP-1179-minimist:1.2.0,,"parse argument options : Affected versions of `minimist` are vulnerable to prototype pollution. Arguments are not properly sanitized, allowing an attacker to modify the prototype of `Object`, causing the addition or modification of an existing property that will exist on all objects.   Parsing the argument `--__proto__.y=Polluted` adds a `y` property with value `Polluted` to all objects. The argument `--__proto__=Polluted` raises and uncaught error and crashes the application.   This is exploitable if attackers have control over the arguments being passed to `minimist`.",,,,
527,OSSINDEX,,OWASP-CWE-94: Improper Control of Generation of Code ('Code Injection')-minimist:0.2.1,,"parse argument options : The software constructs all or part of a code segment using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the syntax or behavior of the intended code segment.",,,8.8,HIGH
526,OSSINDEX,,OWASP-CWE-94: Improper Control of Generation of Code ('Code Injection')-minimist:0.0.10,,"parse argument options : The software constructs all or part of a code segment using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the syntax or behavior of the intended code segment.",,,8.8,HIGH
775,OSSINDEX,,OWASP-CWE-94: Improper Control of Generation of Code ('Code Injection')-minimist:0.0.8,,"parse argument options : The software constructs all or part of a code segment using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the syntax or behavior of the intended code segment.",,,8.8,HIGH
777,OSSINDEX,,OWASP-CWE-94: Improper Control of Generation of Code ('Code Injection')-minimist:1.2.0,,"parse argument options : The software constructs all or part of a code segment using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the syntax or behavior of the intended code segment.",,,8.8,HIGH
431,RETIREJS,,OWASP-poorly sanitized input passed to eval()-handlebars-1.3.1.jar: handlebars-1.0.0.js,,poorly sanitized input passed to eval(),,,,
361,RETIREJS,,OWASP-poorly sanitized input passed to eval()-handlebars-1.1.2.jar: handlebars-1.0.0.js,,poorly sanitized input passed to eval(),,,,
549,NPM,,OWASP-880-axios:0.16.2,,"Promise based HTTP client for the browser and node.js : Versions of `axios` prior to 0.18.1 are vulnerable to Denial of Service. If a request exceeds the `maxContentLength` property, the package prints an error but does not stop the request. This may cause high CPU usage and lead to Denial of Service.",,,,
469,RETIREJS,,OWASP-Prototype pollution-webservices.rest-omod-2.13.jar: handlebars-2.0.0.js,,Prototype pollution,,,,
446,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-2.4.0.jar: angular.js,,Prototype pollution,,,,
1090,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-2.1.jar: angular.js,,Prototype pollution,,,,
441,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-2.4.0.jar: angular-sanitize.min.js,,Prototype pollution,,,,
529,RETIREJS,,OWASP-Prototype pollution-openmrs-contrib-uicommons.bundle.min.js,,Prototype pollution,,,,
648,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-2.12.0.jar: angular.js,,Prototype pollution,,,,
696,RETIREJS,,OWASP-Prototype pollution-handlebars.min.js,,Prototype pollution,,,,
1095,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-2.1.jar: angular.min.js,,Prototype pollution,,,,
436,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-2.4.0.jar: angular-resource.min.js,,Prototype pollution,,,,
1085,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-2.1.jar: angular-sanitize.min.js,,Prototype pollution,,,,
402,RETIREJS,,OWASP-Prototype pollution-webservices.rest-omod-2.17.jar: handlebars-2.0.0.js,,Prototype pollution,,,,
643,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-2.12.0.jar: angular-sanitize.min.js,,Prototype pollution,,,,
1100,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-2.1.jar: handlebars.js,,Prototype pollution,,,,
433,RETIREJS,,OWASP-Prototype pollution-handlebars-1.3.1.jar: handlebars-v1.3.0.js,,Prototype pollution,,,,
693,RETIREJS,,OWASP-Prototype pollution-handlebars.js,,Prototype pollution,,,,
1103,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-2.1.jar: handlebars.min.js,,Prototype pollution,,,,
653,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-2.12.0.jar: angular.min.js,,Prototype pollution,,,,
491,RETIREJS,,OWASP-Prototype pollution-angular.min.js,,Prototype pollution,,,,
481,RETIREJS,,OWASP-Prototype pollution-angular-route.min.js,,Prototype pollution,,,,
658,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-2.12.0.jar: handlebars.js,,Prototype pollution,,,,
1080,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-2.1.jar: angular-resource.min.js,,Prototype pollution,,,,
1150,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-1.4.jar: handlebars.min.js,,Prototype pollution,,,,
378,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-1.4.jar: angular-resource.min.js,,Prototype pollution,,,,
585,RETIREJS,,OWASP-Prototype pollution-app.min.js,,Prototype pollution,,,,
383,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-1.4.jar: angular-sanitize.min.js,,Prototype pollution,,,,
661,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-2.12.0.jar: handlebars.min.js,,Prototype pollution,,,,
388,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-1.4.jar: angular.js,,Prototype pollution,,,,
486,RETIREJS,,OWASP-Prototype pollution-angular.js,,Prototype pollution,,,,
359,RETIREJS,,OWASP-Prototype pollution-handlebars-1.1.2.jar: handlebars-1.0.0.js,,Prototype pollution,,,,
451,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-2.4.0.jar: angular.min.js,,Prototype pollution,,,,
688,RETIREJS,,OWASP-Prototype pollution-angular-sanitize.min.js,,Prototype pollution,,,,
1129,RETIREJS,,OWASP-Prototype pollution-handlebars-2.0.0.js,,Prototype pollution,,,,
545,RETIREJS,,OWASP-Prototype pollution-app.js,,Prototype pollution,,,,
459,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-2.4.0.jar: handlebars.min.js,,Prototype pollution,,,,
638,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-2.12.0.jar: angular-resource.min.js,,Prototype pollution,,,,
1138,RETIREJS,,OWASP-Prototype pollution-angular-1.4.5.min.js,,Prototype pollution,,,,
393,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-1.4.jar: angular.min.js,,Prototype pollution,,,,
429,RETIREJS,,OWASP-Prototype pollution-handlebars-1.3.1.jar: handlebars-1.0.0.js,,Prototype pollution,,,,
476,RETIREJS,,OWASP-Prototype pollution-angular-resource.min.js,,Prototype pollution,,,,
398,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-1.4.jar: handlebars.js,,Prototype pollution,,,,
682,RETIREJS,,OWASP-Prototype pollution-metadatamapping-owa-1.3.4.jar: vendor.bundle.js,,Prototype pollution,,,,
456,RETIREJS,,OWASP-Prototype pollution-uicommons-omod-2.4.0.jar: handlebars.js,,Prototype pollution,,,,
622,OSSINDEX,,OWASP-Prototype override protection bypass-qs:0.4.2,,"querystring parser : A prototype override protection bypass is possible, which allows attackers to overwrite properties and functions. A previous solution for the problem is incomplete.",,,,
618,NPM,,OWASP-1469-qs:0.4.2,,"querystring parser : Affected version of `qs` are vulnerable to Prototype Pollution because it is possible to bypass the protection. The `qs.parse` function fails to properly prevent an object's prototype to be altered when parsing arbitrary input. Input containing `[` or `]` may bypass the prototype pollution protection and alter the Object prototype. This allows attackers to override properties that will exist in all objects, which may lead to Denial of Service or Remote Code Execution in specific circumstances.",,,,
620,OSSINDEX,,OWASP-CWE-20: Improper Input Validation-qs:0.4.2,,querystring parser : The product does not validate or incorrectly validates input that can affect the control flow or data flow of a program.,,,8.2,HIGH
621,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-qs:0.4.2,,"querystring parser : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
619,NPM,,OWASP-29-qs:0.4.2,,"querystring parser : Versions prior to 1.0 of `qs` are affected by a denial of service condition. This condition is triggered by parsing a crafted string that deserializes into very large sparse arrays, resulting in the process running out of memory and eventually crashing.",,,,
793,OSSINDEX,,OWASP-CWE-78: Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')-shell-quote:1.4.3,,"quote and parse shell commands : The software constructs all or part of an OS command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component.",,,8.4,HIGH
